0.39894 0.24197 0.05399 0.00443 0.00013
0.39584 0.27205 0.06879 0.00640 0.00022
0.38667 0.30114 0.08628 0.00909 0.00035
0.37186 0.32816 0.10654 0.01272 0.00056
0.35207 0.35207 0.12952 0.01753 0.00087
0.39894 0.24197 0.05399 0.00443 0.00013
0.39584 0.27205 0.06879 0.00640 0.00022
0.38667 0.30114 0.08628 0.00909 0.00035
0.37186 0.32816 0.10654 0.01272 0.00056
0.35207 0.35207 0.12952 0.01753 0.00087
0.39894 0.24197 0.05399 0.00443 0.00013
0.39584 0.27205 0.06879 0.00640 0.00022
0.38667 0.30114 0.08628 0.00909 0.00035
0.37186 0.32816 0.10654 0.01272 0.00056
0.35207 0.35207 0.12952 0.01753 0.00087
0.39894 0.24197 0.05399 0.00443 0.00013
0.39584 0.27205 0.06879 0.00640 0.00022
0.38667 0.30114 0.08628 0.00909 0.00035
0.37186 0.32816 0.10654 0.01272 0.00056
0.35207 0.35207 0.12952 0.01753 0.00087
0.39894 0.24197 0.05399 0.00443 0.00013
0.39584 0.27205 0.06879 0.00640 0.00022
0.38667 0.30114 0.08628 0.00909 0.00035
0.37186 0.32816 0.10654 0.01272 0.00056
0.35207 0.35207 0.12952 0.01753 0.00087
