0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00011 0.00009 0.00007 0.00006 0.00005
0.00176 0.00163 0.00150 0.00137 0.00125
0.00219 0.00230 0.00240 0.00249 0.00256
0.00021 0.00025 0.00030 0.00035 0.00041
0.00002 0.00002 0.00001 0.00001 0.00001
0.00463 0.00379 0.00308 0.00249 0.00200
0.07475 0.06926 0.06378 0.05838 0.05312
0.09303 0.09767 0.10193 0.10572 0.10899
0.00893 0.01062 0.01256 0.01476 0.01725
0.00008 0.00006 0.00004 0.00003 0.00002
0.01617 0.01322 0.01074 0.00868 0.00697
0.26090 0.24174 0.22263 0.20378 0.18540
0.32470 0.34092 0.35576 0.36900 0.38042
0.03116 0.03707 0.04384 0.05152 0.06019
0.00002 0.00002 0.00001 0.00001 0.00001
0.00463 0.00379 0.00308 0.00249 0.00200
0.07475 0.06926 0.06378 0.05838 0.05312
0.09303 0.09767 0.10193 0.10572 0.10899
0.00893 0.01062 0.01256 0.01476 0.01725
