0.56333 0.54307 0.52165 0.49915 0.47567
0.20402 0.22288 0.24259 0.26303 0.28403
0.00588 0.00728 0.00898 0.01103 0.01349
0.00001 0.00002 0.00003 0.00004 0.00005
0.00000 0.00000 0.00000 0.00000 0.00000
0.16140 0.15559 0.14946 0.14301 0.13628
0.05845 0.06385 0.06950 0.07536 0.08138
0.00168 0.00208 0.00257 0.00316 0.00387
0.00000 0.00001 0.00001 0.00001 0.00001
0.00000 0.00000 0.00000 0.00000 0.00000
0.00380 0.00366 0.00351 0.00336 0.00321
0.00137 0.00150 0.00163 0.00177 0.00191
0.00004 0.00005 0.00006 0.00007 0.00009
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00001 0.00001 0.00001 0.00001 0.00001
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
