0.07488 0.07264 0.07025 0.06771 0.06502
0.02129 0.02340 0.02564 0.02801 0.03048
0.00049 0.00061 0.00076 0.00094 0.00115
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.02145 0.02081 0.02013 0.01940 0.01863
0.00610 0.00670 0.00735 0.00802 0.00873
0.00014 0.00017 0.00022 0.00027 0.00033
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00050 0.00049 0.00047 0.00046 0.00044
0.00014 0.00016 0.00017 0.00019 0.00021
0.00000 0.00000 0.00001 0.00001 0.00001
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
