0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00001
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00010 0.00008 0.00006 0.00005 0.00004
0.00171 0.00158 0.00146 0.00133 0.00121
0.00224 0.00234 0.00244 0.00252 0.00260
0.00022 0.00026 0.00031 0.00036 0.00042
0.00002 0.00001 0.00001 0.00001 0.00000
0.00418 0.00341 0.00276 0.00223 0.00179
0.07287 0.06737 0.06192 0.05656 0.05137
0.09504 0.09957 0.10369 0.10734 0.11045
0.00926 0.01100 0.01298 0.01522 0.01775
0.00006 0.00004 0.00003 0.00002 0.00002
0.01457 0.01189 0.00964 0.00778 0.00623
0.25433 0.23515 0.21611 0.19743 0.17928
0.33171 0.34753 0.36192 0.37465 0.38552
0.03233 0.03839 0.04530 0.05314 0.06196
0.00002 0.00001 0.00001 0.00001 0.00000
0.00418 0.00341 0.00276 0.00223 0.00179
0.07287 0.06737 0.06192 0.05656 0.05137
0.09504 0.09957 0.10369 0.10734 0.11045
0.00926 0.01100 0.01298 0.01522 0.01775
