0.00000 0.00000 0.00000 0.00000 0.00000
0.00008 0.00007 0.00007 0.00006 0.00005
0.00022 0.00022 0.00022 0.00022 0.00022
0.00005 0.00005 0.00006 0.00007 0.00008
0.00000 0.00000 0.00000 0.00000 0.00000
0.00011 0.00008 0.00007 0.00005 0.00004
0.00353 0.00315 0.00279 0.00246 0.00215
0.00937 0.00947 0.00951 0.00950 0.00943
0.00201 0.00230 0.00262 0.00297 0.00333
0.00003 0.00005 0.00006 0.00007 0.00010
0.00037 0.00030 0.00023 0.00018 0.00014
0.01231 0.01098 0.00974 0.00858 0.00752
0.03270 0.03305 0.03320 0.03315 0.03290
0.00702 0.00804 0.00915 0.01035 0.01164
0.00012 0.00016 0.00020 0.00026 0.00033
0.00011 0.00008 0.00007 0.00005 0.00004
0.00353 0.00315 0.00279 0.00246 0.00215
0.00937 0.00947 0.00951 0.00950 0.00943
0.00201 0.00230 0.00262 0.00297 0.00333
0.00003 0.00005 0.00006 0.00007 0.00010
0.00000 0.00000 0.00000 0.00000 0.00000
0.00008 0.00007 0.00007 0.00006 0.00005
0.00022 0.00022 0.00022 0.00022 0.00022
0.00005 0.00005 0.00006 0.00007 0.00008
0.00000 0.00000 0.00000 0.00000 0.00000
