0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00011 0.00009 0.00008 0.00006 0.00005
0.00180 0.00167 0.00154 0.00141 0.00129
0.00215 0.00227 0.00237 0.00246 0.00254
0.00020 0.00023 0.00028 0.00033 0.00038
0.00002 0.00002 0.00001 0.00001 0.00001
0.00486 0.00398 0.00324 0.00262 0.00211
0.07654 0.07106 0.06558 0.06015 0.05483
0.09161 0.09638 0.10078 0.10474 0.10820
0.00832 0.00992 0.01176 0.01385 0.01621
0.00008 0.00006 0.00004 0.00003 0.00002
0.01695 0.01388 0.01131 0.00915 0.00736
0.26717 0.24804 0.22888 0.20993 0.19139
0.31976 0.33639 0.35174 0.36557 0.37766
0.02905 0.03463 0.04104 0.04833 0.05657
0.00002 0.00002 0.00001 0.00001 0.00001
0.00486 0.00398 0.00324 0.00262 0.00211
0.07654 0.07106 0.06558 0.06015 0.05483
0.09161 0.09638 0.10078 0.10474 0.10820
0.00832 0.00992 0.01176 0.01385 0.01621
